,Company Names,Cars Names,Engines,HorsePower,Fuel Types,Seats,Torque,Price,Speed,Acceleration,Battery Capacity
1052,Ford,F-150 Platinum,Turbocharged V6,400.0,petrol,5,678.0,64695.0,180.0,6.5,3500.0
1053,Ford,F-150 Limited,Turbocharged V6,450.0,petrol,5,678.0,84910.0,190.0,6.1,3500.0
1054,Ford,Explorer Platinum,Turbocharged V6,400.0,petrol,7,563.0,56505.0,230.0,6.0,3000.0
1055,Ford,Expedition King Ranch,Turbocharged V6,440.0,petrol,8,691.0,79560.0,210.0,6.8,3500.0
1056,Ford,Transit Custom,EcoBlue Turbo Diesel,130.0,diesel,6,385.0,35000.0,160.0,12.5,2000.0
1057,Ford,E-Series Cutaway,V8 Gasoline Engine,350.0,petrol,2,569.0,36000.0,140.0,13.0,7300.0
1058,Ford,Transit Chassis Cab,EcoBlue Turbo Diesel,170.0,diesel,2,405.0,37000.0,160.0,11.5,2000.0
1059,Ford,Transit Electric (E-Transit),Electric Motor,266.0,electric,7,430.0,52000.0,140.0,9.0,89.0
1060,Ford,Explorer Plug-in Hybrid,V6 Hybrid + Electric Motor,457.0,hybrid,7,825.0,53000.0,225.0,6.0,3000.0
1061,Ford,Maverick Hybrid,I4 Hybrid,191.0,hybrid,5,210.0,25000.0,180.0,7.8,2500.0
1062,Ford,Mustang (2024),V8 Gasoline Engine,450.0,petrol,4,570.0,60000.0,250.0,4.5,5000.0
1063,Ford,Ranger (2024),I4 Turbo Diesel,210.0,diesel,5,500.0,40000.0,180.0,8.0,2000.0
1064,Ford,Escape Plug-in Hybrid (2024),I4 Hybrid,221.0,hybrid,5,210.0,38000.0,190.0,7.5,2500.0
1065,Ford,Bronco (2024),V6 EcoBoost,310.0,petrol,5,542.0,45000.0,200.0,6.7,2700.0
1066,Ford,Explorer (2024),V6 Turbocharged,400.0,petrol,7,563.0,55000.0,230.0,5.9,3000.0
1067,Mitsubishi,Mirage,1.2L MIVEC,78.0,petrol,5,100.0,17000.0,170.0,12.0,1200.0
1068,Mitsubishi,Mirage G4,1.2L MIVEC,78.0,petrol,5,100.0,18000.0,170.0,12.0,1200.0
1069,Mitsubishi,Outlander,2.5L 4-Cylinder,181.0,petrol,7,245.0,31500.0,190.0,9.5,2500.0
1070,Mitsubishi,Outlander PHEV,2.4L Hybrid,248.0,hybrid,5,300.0,41000.0,170.0,10.5,2400.0
1071,Mitsubishi,Eclipse Cross,1.5L Turbo,152.0,petrol,5,250.0,26500.0,180.0,9.8,1500.0
1072,Mitsubishi,ASX (Outlander Sport),2.0L MIVEC,148.0,petrol,5,197.0,24500.0,190.0,10.0,2000.0
1073,Mitsubishi,Pajero,3.2L Diesel Turbo,189.0,diesel,7,441.0,42500.0,180.0,10.5,3200.0
1074,Mitsubishi,Pajero Sport,2.4L Diesel Turbo,181.0,diesel,7,430.0,37500.0,180.0,11.0,2400.0
1075,Mitsubishi,Triton (L200),2.4L Diesel Turbo,181.0,diesel,5,430.0,30000.0,177.0,10.5,2400.0
1076,Mitsubishi,Lancer Evolution X,2.0L Turbocharged,291.0,petrol,5,407.0,45000.0,240.0,5.0,2000.0
1077,Mitsubishi,i-MiEV (Electric),Electric Motor,66.0,electric,4,196.0,24500.0,130.0,15.0,16.0
1078,Mitsubishi,Xpander,1.5L MIVEC,105.0,petrol,7,141.0,22500.0,170.0,13.5,1500.0
1079,Mitsubishi,Delica D:5,2.2L Diesel Turbo,145.0,diesel,7,360.0,37500.0,175.0,11.0,2200.0
1080,Mitsubishi,Colt,1.1L / 1.5L MIVEC,75.0,petrol,5,100.0,17500.0,180.0,9.0,1100.0
1081,Mitsubishi,Grandis,2.4L MIVEC,165.0,petrol,7,217.0,27500.0,190.0,11.0,2400.0
1082,Mitsubishi,Outlander Black Edition,2.5L 4-Cylinder,181.0,petrol,7,245.0,33500.0,190.0,9.5,2500.0
1083,Mitsubishi,Outlander SEL,2.5L 4-Cylinder,181.0,petrol,7,245.0,32500.0,190.0,9.5,2500.0
1084,Mitsubishi,Outlander SE,2.5L 4-Cylinder,181.0,petrol,7,245.0,30500.0,190.0,9.5,2500.0
1085,Mitsubishi,Eclipse Cross Black Edition,1.5L Turbo,152.0,petrol,5,250.0,29000.0,180.0,9.8,1500.0
1086,Mitsubishi,ASX Exceed,2.0L MIVEC,148.0,petrol,5,197.0,27000.0,190.0,10.0,2000.0
1087,Mitsubishi,Triton Athlete,2.4L Diesel Turbo,181.0,diesel,5,430.0,31000.0,177.0,10.5,2400.0
1088,Mitsubishi,Pajero Final Edition,3.2L Diesel Turbo,189.0,diesel,7,441.0,47500.0,180.0,10.5,3200.0
1089,Mitsubishi,L200 Barbarian X,2.4L Diesel Turbo,181.0,diesel,5,430.0,32500.0,177.0,10.5,2400.0
1090,Mitsubishi,Space Star,1.2L MIVEC,78.0,petrol,5,100.0,16000.0,170.0,12.0,1200.0
1091,Mitsubishi,Lancer EX,1.6L MIVEC / 2.0L,117.0,petrol,5,154.0,22500.0,200.0,10.0,1600.0
1092,Mitsubishi,Montero Sport,2.4L Diesel Turbo,181.0,diesel,7,430.0,37500.0,180.0,11.0,2400.0
1093,Mitsubishi,Attrage,1.2L MIVEC,78.0,petrol,5,100.0,16000.0,170.0,12.5,1200.0
1094,Mitsubishi,RVR SE,2.0L MIVEC,148.0,petrol,5,197.0,24000.0,190.0,10.5,2000.0
1095,Mitsubishi,Delica Van,2.0L Diesel / 2.2L Diesel,145.0,diesel,7,360.0,32500.0,175.0,11.5,2000.0
1097,Mitsubishi,Lancer GLX,1.6L MIVEC,115.0,petrol,5,154.0,18500.0,190.0,11.5,1600.0
1098,Mitsubishi,Pajero GLS,3.2L Diesel Turbo,189.0,diesel,7,441.0,47500.0,180.0,10.5,3200.0
1099,Mitsubishi,Xpander Cross,1.5L MIVEC,105.0,petrol,7,141.0,22500.0,170.0,12.0,1500.0
1100,Mitsubishi,Eclipse Cross PHEV,2.4L PHEV,188.0,plug-in hybrid,5,199.0,37500.0,180.0,10.5,2400.0
1101,Mitsubishi,Outlander ES,2.5L 4-Cylinder,181.0,petrol,7,245.0,29000.0,190.0,9.5,2500.0
1102,Mitsubishi,Montero GLX,2.4L Diesel Turbo,181.0,diesel,7,430.0,37500.0,180.0,11.0,2400.0
1103,Mitsubishi,Triton GLX-R,2.4L Diesel Turbo,181.0,diesel,5,430.0,31000.0,177.0,10.5,2400.0
1104,Mitsubishi,ASX Dynamic,2.0L MIVEC,148.0,petrol,5,197.0,26500.0,190.0,10.0,2000.0
1105,Mitsubishi,Mirage ES,1.2L MIVEC,78.0,petrol,5,100.0,16000.0,170.0,12.5,1200.0
1106,Mitsubishi,Outlander LE,2.5L 4-Cylinder,181.0,petrol,7,245.0,32500.0,190.0,9.5,2500.0
1109,Mitsubishi,Space Runner,1.8L MIVEC,140.0,petrol,5,170.0,21500.0,185.0,10.5,1800.0
1110,Mitsubishi,Toppo BJ,0.7L 3-Cylinder,52.0,petrol,4,60.0,11000.0,130.0,15.0,660.0
1111,Mitsubishi,Chariot,2.0L MIVEC,140.0,petrol,7,170.0,21500.0,185.0,10.5,2000.0
1112,Mitsubishi,Lancer SE Limited,2.0L MIVEC,148.0,petrol,5,197.0,22500.0,200.0,10.0,2000.0
1113,Mitsubishi,Pajero SWB (Short Wheel Base),3.2L Diesel Turbo,189.0,diesel,5,441.0,47500.0,180.0,10.5,3200.0
1114,Mitsubishi,Delica Space Gear,2.4L Petrol,145.0,petrol,7,206.0,32500.0,170.0,13.0,2400.0
1115,Mitsubishi,i (Kei Car),0.7L 3-Cylinder,64.0,petrol,4,94.0,13500.0,130.0,15.5,660.0
1116,Mitsubishi,Dion,2.0L 4-Cylinder,135.0,petrol,7,181.0,16500.0,180.0,11.5,2000.0
1117,Mitsubishi,Airtrek,2.4L 4-Cylinder,160.0,petrol,5,214.0,22500.0,190.0,11.0,2400.0
1118,Mitsubishi,eK Space,0.7L 3-Cylinder,52.0,petrol,4,60.0,11000.0,130.0,15.0,660.0
1119,Mitsubishi,eK X,0.7L 3-Cylinder,64.0,petrol,4,94.0,13500.0,140.0,13.5,660.0
1120,Mitsubishi,Colt CZC Convertible,1.5L Turbocharged,147.0,petrol,4,210.0,27500.0,200.0,9.5,1500.0
1121,Mitsubishi,Galant Fortis,2.0L MIVEC,154.0,petrol,5,200.0,20000.0,200.0,10.0,2000.0
1122,Mitsubishi,Endeavor,3.8L V6,225.0,petrol,5,343.0,31500.0,190.0,9.5,3800.0
1123,Mitsubishi,Grand Lancer,1.8L MIVEC,138.0,petrol,5,173.0,22500.0,190.0,11.5,1800.0
1124,Mitsubishi,Sigma,3.0L V6,210.0,petrol,5,270.0,37500.0,220.0,8.5,3000.0
1125,Mitsubishi,Town Box,0.7L 3-Cylinder,48.0,petrol,4,60.0,11000.0,120.0,16.0,660.0
1127,Mazda,Mazda3,2.0L SkyActiv-G,155.0,petrol,5,213.0,24000.0,200.0,8.9,2000.0
1128,Mazda,Mazda3 Hatchback,2.5L SkyActiv-G,186.0,petrol,5,252.0,26000.0,210.0,8.3,2500.0
1129,Mazda,Mazda6,2.5L Turbocharged,250.0,petrol,5,420.0,31000.0,240.0,6.4,2500.0
1130,Mazda,CX-3,2.0L SkyActiv-G,146.0,petrol,5,197.0,23000.0,180.0,9.5,2000.0
1131,Mazda,CX-30,2.5L SkyActiv-G,186.0,petrol,5,252.0,25500.0,204.0,8.7,2500.0
1132,Mazda,CX-5,2.5L SkyActiv-G,187.0,petrol,5,252.0,29000.0,200.0,8.8,2500.0
1133,Mazda,CX-50,2.5L Turbocharged,256.0,petrol,5,434.0,32500.0,220.0,6.9,2500.0
1134,Mazda,CX-8,2.2L Diesel,187.0,diesel,7,450.0,39000.0,200.0,9.2,2200.0
1135,Mazda,CX-9,2.5L Turbocharged,250.0,petrol,7,420.0,41500.0,210.0,7.2,2500.0
1136,Mazda,CX-90,3.3L Inline-6 Turbo,340.0,petrol,7,500.0,55000.0,240.0,6.2,3300.0
1137,Mazda,MX-5 Miata,2.0L SkyActiv-G,181.0,petrol,2,205.0,30000.0,225.0,6.5,2000.0
1138,Mazda,MX-5 Miata RF,2.0L SkyActiv-G,181.0,petrol,2,205.0,36500.0,225.0,6.5,2000.0
1139,Mazda,MX-30 Electric,Electric Motor,143.0,electric,5,271.0,35000.0,140.0,9.7,35.0
1140,Mazda,CX-4,2.0L SkyActiv-G,158.0,petrol,5,202.0,25000.0,190.0,9.6,2000.0
1141,Mazda,CX-7,2.3L Turbocharged,244.0,petrol,5,350.0,30500.0,210.0,7.9,2300.0
1142,Mazda,Tribute,3.0L V6,200.0,petrol,5,270.0,27000.0,190.0,9.0,3000.0
1143,Mazda,B-Series Pickup,2.5L Diesel,143.0,diesel,5,330.0,22500.0,170.0,11.5,2500.0
1144,Mazda,BT-50,3.2L Turbo Diesel,200.0,diesel,5,470.0,31000.0,180.0,10.0,3200.0
1145,Mazda,RX-7,1.3L Rotary Twin-Turbo,276.0,petrol,4,314.0,40000.0,250.0,5.5,1300.0
1146,Mazda,RX-3,1.2L Rotary,110.0,petrol,4,145.0,17500.0,180.0,8.9,1200.0
1148,Mazda,323F,1.6L Inline-4,105.0,petrol,5,145.0,16000.0,180.0,10.5,1600.0
1149,Mazda,Familia Sedan,1.5L Inline-4,100.0,petrol,5,135.0,14000.0,175.0,11.0,1500.0
1150,Mazda,Premacy,2.0L Inline-4,138.0,petrol,7,180.0,21000.0,190.0,9.8,2000.0
1151,Mazda,Demio,1.5L SkyActiv-G,108.0,petrol,5,142.0,15500.0,180.0,10.2,1500.0
1152,Mazda,Millenia,2.3L Miller Cycle V6,210.0,petrol,5,280.0,27500.0,215.0,8.2,2300.0
1153,Mazda,Eunos Cosmo,2.0L Twin-Rotor Turbo,280.0,petrol,4,300.0,45000.0,240.0,6.0,2000.0
1154,Mazda,Atenza,2.5L SkyActiv-G,192.0,petrol,5,252.0,25000.0,210.0,8.5,2500.0
1155,Mazda,Roadpacer AP,1.3L Rotary,130.0,petrol,5,165.0,22500.0,170.0,11.5,1300.0
1156,Mazda,626,2.0L Inline-4,140.0,petrol,5,180.0,20000.0,190.0,9.5,2000.0
1157,Mazda,929,3.0L V6,205.0,petrol,5,270.0,27500.0,220.0,8.0,3000.0
1158,Mazda,Luce,1.8L Rotary,135.0,petrol,5,170.0,17500.0,180.0,10.5,1800.0
1159,Mazda,Capella,1.6L Inline-4,110.0,petrol,5,145.0,16000.0,175.0,11.2,1600.0
1160,Mazda,Carol,660cc Inline-3,63.0,petrol,4,90.0,10500.0,140.0,15.5,660.0
1161,Mazda,Autozam AZ-1,657cc Turbocharged Inline-3,63.0,petrol,2,85.0,15000.0,140.0,11.0,657.0
1162,Mazda,Spiano,660cc Inline-3,54.0,petrol,4,80.0,9000.0,130.0,16.0,660.0
1163,Mazda,Verisa,1.5L Inline-4,113.0,petrol,5,140.0,16000.0,170.0,11.0,1500.0
1164,Mazda,MX-6,2.5L V6,164.0,petrol,4,215.0,21000.0,210.0,8.8,2500.0
1165,Mazda,MPV,3.0L V6,200.0,petrol,7,265.0,27500.0,185.0,9.5,3000.0
1166,Mazda,Proceed Marvie,2.6L Inline-4,120.0,petrol,5,200.0,22500.0,160.0,12.0,2600.0
1167,Mazda,Sentia,3.0L V6,200.0,petrol,5,265.0,25000.0,200.0,9.0,3000.0
1168,Mazda,Cronos,2.5L V6,160.0,petrol,5,210.0,20000.0,190.0,8.5,2500.0
1169,Mazda,Scrum,660cc Inline-3,63.0,petrol,4,85.0,10000.0,130.0,15.0,660.0
1170,Mazda,Parkway,1.8L Inline-4,115.0,petrol,5,155.0,22500.0,160.0,12.5,1800.0
1171,Mazda,Titan (Truck),3.0L Inline-4,130.0,diesel,2,300.0,27500.0,120.0,15.0,3000.0
1172,Mazda,CX-60,2.5L Inline-4,187.0,petrol & diesel,5,250.0,42500.0,200.0,8.5,2500.0
1173,Mazda,CX-80,3.0L Inline-6,250.0,petrol,7,400.0,47500.0,210.0,7.5,3000.0
1174,Mazda,T1500,1.5L Inline-4,75.0,petrol,2,105.0,16500.0,120.0,18.0,1500.0
1175,Mazda,Bongo Van,2.0L Inline-4,100.0,petrol & diesel,3,140.0,20000.0,160.0,14.0,2000.0
1176,Mazda,Bongo Friendee,2.5L Inline-4,115.0,petrol & diesel,7,160.0,22000.0,160.0,12.5,2500.0
1177,Mazda,Revue,1.3L Inline-4,75.0,petrol,5,110.0,11000.0,130.0,15.5,1300.0
1178,Mazda,Protegé,1.8L Inline-4,125.0,petrol,5,170.0,16500.0,185.0,9.0,1800.0
1179,Mazda,Xedos 6,2.5L V6,170.0,petrol,5,230.0,27500.0,215.0,8.5,2500.0
1180,Mazda,Xedos 9,3.0L V6,200.0,petrol,5,260.0,32500.0,220.0,7.5,3000.0
1181,Mazda,121,1.3L Inline-4,70.0,petrol,5,110.0,13500.0,155.0,13.0,1300.0
1182,Mazda,1200,1.2L Inline-4,60.0,petrol,4,90.0,11000.0,130.0,16.0,1200.0
1183,Mazda,1500,1.5L Inline-4,85.0,petrol,5,120.0,13500.0,145.0,14.0,1500.0
1184,Mazda,RX-2,1.3L Inline-2 (Wankel),130.0,petrol,4,220.0,22500.0,185.0,8.5,1308.0
1185,Mazda,RX-5,1.6L Inline-2 (Wankel),135.0,petrol,4,210.0,27500.0,190.0,8.0,1588.0
1186,Mazda,RX-7 Spirit R,1.3L Inline-2 (Wankel),280.0,petrol,2,290.0,37500.0,250.0,5.5,1308.0
1187,Mazda,Cosmo Sport (110S),1.0L Inline-2 (Wankel),110.0,petrol,2,150.0,32500.0,170.0,10.0,1000.0
1188,Mazda,Eunos 500,2.0L Inline-4,135.0,petrol,5,170.0,26500.0,200.0,9.0,1998.0
1189,Mazda,Eunos Roadster,1.6L Inline-4,116.0,petrol,2,140.0,16500.0,180.0,9.5,1590.0
1190,Mazda,Familia Astina,1.8L Inline-4,135.0,petrol,5,170.0,21000.0,200.0,8.5,1800.0
1191,Mazda,Savanna RX-7,1.3L Inline-2 (Wankel),165.0,petrol,2,230.0,30000.0,230.0,7.5,1308.0
1192,Mazda,Capella Cargo,2.0L Inline-4,115.0,petrol,4,160.0,20000.0,180.0,12.0,2000.0
1193,Mazda,818,1.6L Inline-4,100.0,petrol,5,130.0,16000.0,170.0,12.5,1600.0
1194,Mazda,Sentia Hardtop Coupe,2.5L V6,160.0,petrol,4,220.0,32500.0,210.0,8.0,2500.0
1195,Mazda,Biante,2.0L Inline-4,150.0,petrol,7,200.0,24000.0,185.0,10.0,2000.0
1196,Mazda,Premacy Hydrogen RE Hybrid,1.3L Wankel + Electric,200.0,hybrid,5,260.0,42500.0,180.0,9.5,1308.0
1197,Mazda,Carol P360,0.36L Inline-2,26.0,petrol,4,45.0,9000.0,85.0,35.0,360.0
1198,Mazda,T2000,2.0L Inline-4,110.0,petrol,2,160.0,19000.0,170.0,12.5,2000.0
1199,Mazda,AZ-Offroad,1.3L Inline-4,85.0,petrol,5,130.0,16500.0,145.0,12.0,1298.0
1200,Mazda,Scrum Wagon,0.66L Inline-3,64.0,petrol,4,95.0,11000.0,120.0,15.5,657.0
1201,Mazda,Persona,1.5L Inline-4,92.0,petrol,5,130.0,14500.0,160.0,13.5,1497.0
1202,Mazda,Astina,1.8L Inline-4,140.0,petrol,5,160.0,22000.0,190.0,8.5,1800.0
1203,Mazda,Etude,1.6L Inline-4,105.0,petrol,5,135.0,15000.0,170.0,10.0,1598.0
1204,Mazda,Porter,1.5L Inline-4,95.0,petrol,2,130.0,13500.0,130.0,14.0,1497.0
1205,Mazda,MX-3,1.6L Inline-4,130.0,petrol,4,140.0,20000.0,190.0,8.5,1598.0
1206,Mazda,MX-5 Superlight Concept,1.8L Inline-4,143.0,petrol,2,160.0,32500.0,200.0,7.5,1798.0
1207,Mazda,Premacy Hydrogen RE,1.3L Wankel + Electric,200.0,hybrid,5,260.0,42500.0,180.0,9.5,1308.0
1208,Mazda,Bongo Truck,2.0L Inline-4,120.0,petrol,2,150.0,16500.0,130.0,15.0,1998.0
1209,Mazda,Rotary Pickup,1.3L Wankel Rotary Engine,130.0,petrol,2,160.0,20000.0,150.0,14.5,1308.0
1210,Mazda,Luce Rotary Coupe,1.3L Wankel Rotary Engine,135.0,petrol,4,180.0,27500.0,175.0,12.0,1308.0
1211,Mazda,Millenia S,2.5L V6,200.0,petrol,5,250.0,32500.0,220.0,8.0,2500.0
1212,Mazda,787B (Race Car),2.6L Wankel Rotary Engine,700.0,petrol,1,500.0,6000000.0,320.0,3.5,2620.0
1213,Toyota,Crown Signia,2.5L Hybrid I4,240.0,hybrid,5,239.0,45795.0,180.0,7.6,2487.0
1214,Toyota,4Runner (6th Gen),2.4L Turbo I4 (i-FORCE MAX Hybrid),326.0,hybrid,7,630.0,50000.0,180.0,6.8,2393.0
1215,Toyota,Corolla Cross,2.0L Gas / 2.0L Hybrid,169.0,hybrid,5,190.0,27172.5,190.0,8.0,1987.0
1216,Toyota,C-HR+ ,1.8L / 2.0L Hybrid,140.0,hybrid,5,190.0,33000.0,180.0,7.9,1798.0
1217,Toyota,RAV4 (6th Gen),2.5L Hybrid / Plug-in Hybrid,219.0,hybrid / plug-in,5,221.0,36000.0,200.0,6.0,2487.0
